t,delta,omega,delta_dev,omega_dev
0.515,0.737348,0.999668,0.00762008,-0.000331755
0.516,0.737244,0.999669,0.00751592,-0.000331361
0.517,0.73714,0.999669,0.00741188,-0.000330965
0.518,0.737036,0.999669,0.00730797,-0.000330566
0.519,0.736932,0.99967,0.00720418,-0.000330164
0.52,0.736828,0.99967,0.00710052,-0.000329759
0.521,0.736725,0.999671,0.00699699,-0.000329351
0.522,0.736621,0.999671,0.00689359,-0.000328941
0.523,0.736518,0.999671,0.00679031,-0.000328527
0.524,0.736415,0.999672,0.00668717,-0.000328111
0.525,0.736312,0.999672,0.00658415,-0.000327692
0.526,0.736209,0.999673,0.00648127,-0.00032727
0.527,0.736106,0.999673,0.00637852,-0.000326845
0.528,0.736004,0.999674,0.00627591,-0.000326418
0.529,0.735901,0.999674,0.00617343,-0.000325988
0.53,0.735799,0.999674,0.00607108,-0.000325554
0.531,0.735697,0.999675,0.00596888,-0.000325119
0.532,0.735594,0.999675,0.00586681,-0.00032468
0.533,0.735493,0.999676,0.00576487,-0.000324239
0.534,0.735391,0.999676,0.00566308,-0.000323794
0.535,0.735289,0.999677,0.00556143,-0.000323348
0.536,0.735188,0.999677,0.00545992,-0.000322898
0.537,0.735086,0.999678,0.00535855,-0.000322446
0.538,0.734985,0.999678,0.00525732,-0.000321991
0.539,0.734884,0.999678,0.00515623,-0.000321533
0.54,0.734783,0.999679,0.00505529,-0.000321073
0.541,0.734682,0.999679,0.0049545,-0.00032061
0.542,0.734581,0.99968,0.00485385,-0.000320144
0.543,0.734481,0.99968,0.00475335,-0.000319676
0.544,0.734381,0.999681,0.00465299,-0.000319205
0.545,0.73428,0.999681,0.00455278,-0.000318731
0.546,0.73418,0.999682,0.00445273,-0.000318255
0.547,0.73408,0.999682,0.00435282,-0.000317776
0.548,0.733981,0.999683,0.00425306,-0.000317295
0.549,0.733881,0.999683,0.00415346,-0.000316811
0.55,0.733782,0.999684,0.00405401,-0.000316324
0.551,0.733682,0.999684,0.00395471,-0.000315835
0.552,0.733583,0.999685,0.00385556,-0.000315343
0.553,0.733484,0.999685,0.00375657,-0.000314849
0.554,0.733385,0.999686,0.00365774,-0.000314352
0.555,0.733287,0.999686,0.00355906,-0.000313853
0.556,0.733188,0.999687,0.00346054,-0.000313351
0.557,0.73309,0.999687,0.00336217,-0.000312847
0.558,0.732992,0.999688,0.00326397,-0.00031234
0.559,0.732894,0.999688,0.00316592,-0.00031183
0.56,0.732796,0.999689,0.00306804,-0.000311319
0.561,0.732698,0.999689,0.00297032,-0.000310804
0.562,0.7326,0.99969,0.00287276,-0.000310288
0.563,0.732503,0.99969,0.00277536,-0.000309769
0.564,0.732406,0.999691,0.00267812,-0.000309247
0.565,0.732309,0.999691,0.00258105,-0.000308723
0.566,0.732212,0.999692,0.00248415,-0.000308197
0.567,0.732115,0.999692,0.00238741,-0.000307668
0.568,0.732018,0.999693,0.00229083,-0.000307137
0.569,0.731922,0.999693,0.00219443,-0.000306603
0.57,0.731826,0.999694,0.00209819,-0.000306067
0.571,0.73173,0.999694,0.00200212,-0.000305529
0.572,0.731634,0.999695,0.00190622,-0.000304988
0.573,0.731538,0.999696,0.00181049,-0.000304445
0.574,0.731443,0.999696,0.00171493,-0.0003039
0.575,0.731347,0.999697,0.00161955,-0.000303352
0.576,0.731252,0.999697,0.00152433,-0.000302802
0.577,0.731157,0.999698,0.00142929,-0.00030225
0.578,0.731062,0.999698,0.00133442,-0.000301695
0.579,0.730967,0.999699,0.00123973,-0.000301138
0.58,0.730873,0.999699,0.00114521,-0.000300579
0.581,0.730779,0.9997,0.00105087,-0.000300018
0.582,0.730684,0.999701,0.000956705,-0.000299454
0.583,0.73059,0.999701,0.000862718,-0.000298889
0.584,0.730497,0.999702,0.000768908,-0.000298321
0.585,0.730403,0.999702,0.000675278,-0.00029775
0.586,0.730309,0.999703,0.000581826,-0.000297178
0.587,0.730216,0.999703,0.000488555,-0.000296603
0.588,0.730123,0.999704,0.000395465,-0.000296026
0.589,0.73003,0.999705,0.000302557,-0.000295447
0.59,0.729937,0.999705,0.00020983,-0.000294866
0.591,0.729845,0.999706,0.000117287,-0.000294283
0.592,0.729753,0.999706,2.49271e-05,-0.000293698
0.593,0.72966,0.999707,-6.72485e-05,-0.00029311
0.594,0.729568,0.999707,-0.000159239,-0.00029252
0.595,0.729477,0.999708,-0.000251044,-0.000291929
0.596,0.729385,0.999709,-0.000342663,-0.000291335
0.597,0.729294,0.999709,-0.000434095,-0.000290739
0.598,0.729202,0.99971,-0.000525339,-0.000290141
0.599,0.729111,0.99971,-0.000616395,-0.000289541
0.6,0.72902,0.999711,-0.000707263,-0.000288938
0.601,0.72893,0.999712,-0.000797941,-0.000288334
0.602,0.728839,0.999712,-0.000888428,-0.000287728
0.603,0.728749,0.999713,-0.000978725,-0.00028712
0.604,0.728659,0.999713,-0.00106883,-0.000286509
0.605,0.728569,0.999714,-0.00115874,-0.000285897
0.606,0.728479,0.999715,-0.00124846,-0.000285283
0.607,0.72839,0.999715,-0.00133799,-0.000284667
0.608,0.7283,0.999716,-0.00142733,-0.000284048
0.609,0.728211,0.999717,-0.00151647,-0.000283428
0.61,0.728122,0.999717,-0.00160541,-0.000282806
0.611,0.728033,0.999718,-0.00169416,-0.000282182
0.612,0.727945,0.999718,-0.00178271,-0.000281556
0.613,0.727857,0.999719,-0.00187106,-0.000280928
0.614,0.727768,0.99972,-0.00195922,-0.000280298
0.615,0.72768,0.99972,-0.00204718,-0.000279667
0.616,0.727593,0.999721,-0.00213494,-0.000279033
0.617,0.727505,0.999722,-0.0022225,-0.000278398
0.618,0.727418,0.999722,-0.00230986,-0.00027776
0.619,0.727331,0.999723,-0.00239702,-0.000277121
0.62,0.727244,0.999724,-0.00248398,-0.00027648
0.621,0.727157,0.999724,-0.00257074,-0.000275837
0.622,0.72707,0.999725,-0.0026573,-0.000275193
0.623,0.726984,0.999725,-0.00274365,-0.000274546
0.624,0.726898,0.999726,-0.0028298,-0.000273898
0.625,0.726812,0.999727,-0.00291574,-0.000273248
0.626,0.726726,0.999727,-0.00300149,-0.000272596
0.627,0.726641,0.999728,-0.00308702,-0.000271942
0.628,0.726555,0.999729,-0.00317235,-0.000271287
0.629,0.72647,0.999729,-0.00325748,-0.00027063
0.63,0.726385,0.99973,-0.00334239,-0.000269971
0.631,0.726301,0.999731,-0.0034271,-0.000269311
0.632,0.726216,0.999731,-0.00351161,-0.000268648
0.633,0.726132,0.999732,-0.0035959,-0.000267984
0.634,0.726048,0.999733,-0.00367998,-0.000267319
0.635,0.725964,0.999733,-0.00376386,-0.000266651
0.636,0.72588,0.999734,-0.00384753,-0.000265982
0.637,0.725797,0.999735,-0.00393098,-0.000265312
0.638,0.725713,0.999735,-0.00401423,-0.000264639
0.639,0.72563,0.999736,-0.00409726,-0.000263965
0.64,0.725548,0.999737,-0.00418008,-0.00026329
0.641,0.725465,0.999737,-0.00426269,-0.000262612
0.642,0.725383,0.999738,-0.00434508,-0.000261934
0.643,0.7253,0.999739,-0.00442727,-0.000261253
0.644,0.725218,0.999739,-0.00450923,-0.000260571
0.645,0.725137,0.99974,-0.00459099,-0.000259888
0.646,0.725055,0.999741,-0.00467253,-0.000259202
0.647,0.724974,0.999741,-0.00475385,-0.000258516
0.648,0.724893,0.999742,-0.00483496,-0.000257827
0.649,0.724812,0.999743,-0.00491585,-0.000257138
0.65,0.724731,0.999744,-0.00499652,-0.000256446
0.651,0.724651,0.999744,-0.00507698,-0.000255754
0.652,0.72457,0.999745,-0.00515722,-0.000255059
0.653,0.72449,0.999746,-0.00523724,-0.000254364
0.654,0.724411,0.999746,-0.00531704,-0.000253666
0.655,0.724331,0.999747,-0.00539662,-0.000252967
0.656,0.724252,0.999748,-0.00547598,-0.000252267
0.657,0.724173,0.999748,-0.00555512,-0.000251566
0.658,0.724094,0.999749,-0.00563404,-0.000250863
0.659,0.724015,0.99975,-0.00571274,-0.000250158
0.66,0.723936,0.999751,-0.00579122,-0.000249452
0.661,0.723858,0.999751,-0.00586948,-0.000248745
0.662,0.72378,0.999752,-0.00594751,-0.000248036
0.663,0.723702,0.999753,-0.00602533,-0.000247326
0.664,0.723625,0.999753,-0.00610291,-0.000246614
0.665,0.723547,0.999754,-0.00618028,-0.000245902
0.666,0.72347,0.999755,-0.00625742,-0.000245187
0.667,0.723393,0.999756,-0.00633433,-0.000244472
0.668,0.723317,0.999756,-0.00641102,-0.000243755
0.669,0.72324,0.999757,-0.00648749,-0.000243037
0.67,0.723164,0.999758,-0.00656373,-0.000242317
0.671,0.723088,0.999758,-0.00663974,-0.000241596
0.672,0.723012,0.999759,-0.00671553,-0.000240874
0.673,0.722937,0.99976,-0.00679109,-0.000240151
0.674,0.722861,0.999761,-0.00686642,-0.000239426
0.675,0.722786,0.999761,-0.00694152,-0.000238701
0.676,0.722711,0.999762,-0.0070164,-0.000237973
0.677,0.722637,0.999763,-0.00709105,-0.000237245
0.678,0.722562,0.999763,-0.00716546,-0.000236515
0.679,0.722488,0.999764,-0.00723965,-0.000235785
0.68,0.722414,0.999765,-0.00731361,-0.000235053
0.681,0.72234,0.999766,-0.00738734,-0.000234319
0.682,0.722267,0.999766,-0.00746084,-0.000233585
0.683,0.722194,0.999767,-0.00753411,-0.000232849
0.684,0.722121,0.999768,-0.00760714,-0.000232113
0.685,0.722048,0.999769,-0.00767995,-0.000231375
0.686,0.721975,0.999769,-0.00775252,-0.000230636
0.687,0.721903,0.99977,-0.00782486,-0.000229896
0.688,0.721831,0.999771,-0.00789697,-0.000229154
0.689,0.721759,0.999772,-0.00796884,-0.000228412
0.69,0.721687,0.999772,-0.00804048,-0.000227668
0.691,0.721616,0.999773,-0.00811189,-0.000226924
0.692,0.721545,0.999774,-0.00818306,-0.000226178
0.693,0.721474,0.999775,-0.008254,-0.000225431
0.694,0.721403,0.999775,-0.0083247,-0.000224684
0.695,0.721332,0.999776,-0.00839517,-0.000223935
0.696,0.721262,0.999777,-0.00846541,-0.000223185
0.697,0.721192,0.999778,-0.0085354,-0.000222434
0.698,0.721122,0.999778,-0.00860517,-0.000221682
0.699,0.721053,0.999779,-0.00867469,-0.000220929
0.7,0.720984,0.99978,-0.00874398,-0.000220175
0.701,0.720915,0.999781,-0.00881303,-0.00021942
0.702,0.720846,0.999781,-0.00888185,-0.000218665
0.703,0.720777,0.999782,-0.00895042,-0.000217908
0.704,0.720709,0.999783,-0.00901876,-0.00021715
0.705,0.720641,0.999784,-0.00908686,-0.000216391
0.706,0.720573,0.999784,-0.00915472,-0.000215632
0.707,0.720505,0.999785,-0.00922235,-0.000214871
0.708,0.720438,0.999786,-0.00928973,-0.000214109
0.709,0.720371,0.999787,-0.00935688,-0.000213347
0.71,0.720304,0.999787,-0.00942378,-0.000212584
0.711,0.720237,0.999788,-0.00949045,-0.00021182
0.712,0.720171,0.999789,-0.00955687,-0.000211055
0.713,0.720105,0.99979,-0.00962306,-0.000210289
0.714,0.720039,0.99979,-0.009689,-0.000209522
0.715,0.719973,0.999791,-0.0097547,-0.000208754
0.716,0.719907,0.999792,-0.00982016,-0.000207986
0.717,0.719842,0.999793,-0.00988538,-0.000207217
0.718,0.719777,0.999794,-0.00995036,-0.000206447
0.719,0.719713,0.999794,-0.0100151,-0.000205676
0.72,0.719648,0.999795,-0.0100796,-0.000204904
0.721,0.719584,0.999796,-0.0101438,-0.000204132
0.722,0.71952,0.999797,-0.0102079,-0.000203358
0.723,0.719456,0.999797,-0.0102716,-0.000202584
0.724,0.719393,0.999798,-0.0103351,-0.00020181
0.725,0.719329,0.999799,-0.0103984,-0.000201034
0.726,0.719266,0.9998,-0.0104615,-0.000200258
0.727,0.719203,0.999801,-0.0105242,-0.000199481
0.728,0.719141,0.999801,-0.0105868,-0.000198704
0.729,0.719079,0.999802,-0.0106491,-0.000197925
0.73,0.719017,0.999803,-0.0107111,-0.000197146
0.731,0.718955,0.999804,-0.010773,-0.000196367
0.732,0.718893,0.999804,-0.0108345,-0.000195586
0.733,0.718832,0.999805,-0.0108959,-0.000194805
0.734,0.718771,0.999806,-0.0109569,-0.000194024
0.735,0.71871,0.999807,-0.0110178,-0.000193241
0.736,0.718649,0.999808,-0.0110783,-0.000192458
0.737,0.718589,0.999808,-0.0111387,-0.000191675
0.738,0.718529,0.999809,-0.0111988,-0.000190891
0.739,0.718469,0.99981,-0.0112586,-0.000190106
0.74,0.718409,0.999811,-0.0113182,-0.000189321
0.741,0.71835,0.999811,-0.0113776,-0.000188535
0.742,0.718291,0.999812,-0.0114367,-0.000187748
0.743,0.718232,0.999813,-0.0114955,-0.000186961
0.744,0.718173,0.999814,-0.0115542,-0.000186174
0.745,0.718115,0.999815,-0.0116125,-0.000185386
0.746,0.718057,0.999815,-0.0116706,-0.000184597
0.747,0.717999,0.999816,-0.0117285,-0.000183808
0.748,0.717942,0.999817,-0.0117861,-0.000183018
0.749,0.717884,0.999818,-0.0118435,-0.000182228
0.75,0.717827,0.999819,-0.0119006,-0.000181437
0.751,0.71777,0.999819,-0.0119575,-0.000180646
0.752,0.717714,0.99982,-0.0120141,-0.000179855
0.753,0.717657,0.999821,-0.0120705,-0.000179062
0.754,0.717601,0.999822,-0.0121266,-0.00017827
0.755,0.717545,0.999823,-0.0121825,-0.000177477
0.756,0.71749,0.999823,-0.0122381,-0.000176684
0.757,0.717434,0.999824,-0.0122935,-0.00017589
0.758,0.717379,0.999825,-0.0123487,-0.000175096
0.759,0.717324,0.999826,-0.0124035,-0.000174301
0.76,0.717269,0.999826,-0.0124582,-0.000173506
0.761,0.717215,0.999827,-0.0125126,-0.000172711
0.762,0.717161,0.999828,-0.0125667,-0.000171915
0.763,0.717107,0.999829,-0.0126206,-0.000171119
0.764,0.717053,0.99983,-0.0126742,-0.000170322
0.765,0.717,0.99983,-0.0127276,-0.000169525
0.766,0.716947,0.999831,-0.0127807,-0.000168728
0.767,0.716894,0.999832,-0.0128336,-0.000167931
0.768,0.716841,0.999833,-0.0128862,-0.000167133
0.769,0.716789,0.999834,-0.0129386,-0.000166335
0.77,0.716737,0.999834,-0.0129908,-0.000165536
0.771,0.716685,0.999835,-0.0130426,-0.000164738
0.772,0.716633,0.999836,-0.0130943,-0.000163939
0.773,0.716582,0.999837,-0.0131456,-0.00016314
0.774,0.716531,0.999838,-0.0131968,-0.00016234
0.775,0.71648,0.999838,-0.0132476,-0.00016154
0.776,0.716429,0.999839,-0.0132983,-0.000160741
0.777,0.716379,0.99984,-0.0133486,-0.00015994
0.778,0.716329,0.999841,-0.0133988,-0.00015914
0.779,0.716279,0.999842,-0.0134486,-0.000158339
0.78,0.716229,0.999842,-0.0134982,-0.000157539
0.781,0.71618,0.999843,-0.0135476,-0.000156738
0.782,0.716131,0.999844,-0.0135967,-0.000155936
0.783,0.716082,0.999845,-0.0136456,-0.000155135
0.784,0.716033,0.999846,-0.0136942,-0.000154333
0.785,0.715985,0.999846,-0.0137426,-0.000153532
0.786,0.715937,0.999847,-0.0137907,-0.00015273
0.787,0.715889,0.999848,-0.0138385,-0.000151928
0.788,0.715842,0.999849,-0.0138861,-0.000151126
0.789,0.715794,0.99985,-0.0139335,-0.000150324
0.79,0.715747,0.99985,-0.0139806,-0.000149522
0.791,0.7157,0.999851,-0.0140274,-0.000148719
0.792,0.715654,0.999852,-0.014074,-0.000147917
0.793,0.715607,0.999853,-0.0141204,-0.000147114
0.794,0.715561,0.999854,-0.0141665,-0.000146311
0.795,0.715515,0.999854,-0.0142123,-0.000145509
0.796,0.71547,0.999855,-0.0142579,-0.000144706
0.797,0.715424,0.999856,-0.0143032,-0.000143903
0.798,0.715379,0.999857,-0.0143483,-0.0001431
0.799,0.715335,0.999858,-0.0143931,-0.000142298
0.8,0.71529,0.999859,-0.0144377,-0.000141495
0.801,0.715246,0.999859,-0.014482,-0.000140692
0.802,0.715202,0.99986,-0.0145261,-0.000139889
0.803,0.715158,0.999861,-0.0145699,-0.000139086
0.804,0.715114,0.999862,-0.0146135,-0.000138283
0.805,0.715071,0.999863,-0.0146568,-0.000137481
0.806,0.715028,0.999863,-0.0146999,-0.000136678
0.807,0.714985,0.999864,-0.0147427,-0.000135875
0.808,0.714942,0.999865,-0.0147853,-0.000135073
0.809,0.7149,0.999866,-0.0148276,-0.00013427
0.81,0.714858,0.999867,-0.0148696,-0.000133468
0.811,0.714816,0.999867,-0.0149114,-0.000132665
0.812,0.714775,0.999868,-0.014953,-0.000131863
0.813,0.714733,0.999869,-0.0149943,-0.000131061
0.814,0.714692,0.99987,-0.0150353,-0.000130259
0.815,0.714652,0.999871,-0.0150761,-0.000129457
0.816,0.714611,0.999871,-0.0151167,-0.000128655
0.817,0.714571,0.999872,-0.015157,-0.000127853
0.818,0.714531,0.999873,-0.015197,-0.000127052
0.819,0.714491,0.999874,-0.0152368,-0.00012625
0.82,0.714451,0.999875,-0.0152763,-0.000125449
0.821,0.714412,0.999875,-0.0153156,-0.000124648
0.822,0.714373,0.999876,-0.0153546,-0.000123847
0.823,0.714334,0.999877,-0.0153934,-0.000123046
0.824,0.714296,0.999878,-0.0154319,-0.000122246
0.825,0.714257,0.999879,-0.0154702,-0.000121445
0.826,0.714219,0.999879,-0.0155083,-0.000120645
0.827,0.714182,0.99988,-0.015546,-0.000119846
0.828,0.714144,0.999881,-0.0155836,-0.000119046
0.829,0.714107,0.999882,-0.0156208,-0.000118247
0.83,0.71407,0.999883,-0.0156579,-0.000117447
0.831,0.714033,0.999883,-0.0156946,-0.000116649
0.832,0.713997,0.999884,-0.0157311,-0.00011585
0.833,0.71396,0.999885,-0.0157674,-0.000115052
0.834,0.713924,0.999886,-0.0158034,-0.000114254
0.835,0.713888,0.999887,-0.0158392,-0.000113456
0.836,0.713853,0.999887,-0.0158747,-0.000112659
0.837,0.713818,0.999888,-0.01591,-0.000111861
0.838,0.713783,0.999889,-0.015945,-0.000111065
0.839,0.713748,0.99989,-0.0159798,-0.000110268
0.84,0.713713,0.999891,-0.0160143,-0.000109472
0.841,0.713679,0.999891,-0.0160486,-0.000108676
0.842,0.713645,0.999892,-0.0160826,-0.000107881
0.843,0.713611,0.999893,-0.0161163,-0.000107086
0.844,0.713578,0.999894,-0.0161499,-0.000106291
0.845,0.713545,0.999895,-0.0161831,-0.000105497
0.846,0.713512,0.999895,-0.0162161,-0.000104703
0.847,0.713479,0.999896,-0.0162489,-0.000103909
0.848,0.713446,0.999897,-0.0162814,-0.000103116
0.849,0.713414,0.999898,-0.0163137,-0.000102323
0.85,0.713382,0.999898,-0.0163457,-0.000101531
0.851,0.71335,0.999899,-0.0163775,-0.000100739
0.852,0.713319,0.9999,-0.016409,-9.99475e-05
0.853,0.713287,0.999901,-0.0164403,-9.91565e-05
0.854,0.713256,0.999902,-0.0164713,-9.83659e-05
0.855,0.713226,0.999902,-0.0165021,-9.75758e-05
0.856,0.713195,0.999903,-0.0165326,-9.67862e-05
0.857,0.713165,0.999904,-0.0165629,-9.5997e-05
0.858,0.713135,0.999905,-0.0165929,-9.52083e-05
0.859,0.713105,0.999906,-0.0166227,-9.44201e-05
0.86,0.713075,0.999906,-0.0166523,-9.36324e-05
0.861,0.713046,0.999907,-0.0166816,-9.28453e-05
0.862,0.713017,0.999908,-0.0167106,-9.20586e-05
0.863,0.712988,0.999909,-0.0167394,-9.12724e-05
0.864,0.71296,0.99991,-0.016768,-9.04868e-05
0.865,0.712931,0.99991,-0.0167963,-8.97017e-05
0.866,0.712903,0.999911,-0.0168243,-8.89172e-05
0.867,0.712876,0.999912,-0.0168521,-8.81332e-05
0.868,0.712848,0.999913,-0.0168797,-8.73498e-05
0.869,0.712821,0.999913,-0.016907,-8.65669e-05
0.87,0.712794,0.999914,-0.0169341,-8.57847e-05
0.871,0.712767,0.999915,-0.0169609,-8.5003e-05
0.872,0.71274,0.999916,-0.0169875,-8.42219e-05
0.873,0.712714,0.999917,-0.0170138,-8.34414e-05
0.874,0.712688,0.999917,-0.0170399,-8.26615e-05
0.875,0.712662,0.999918,-0.0170658,-8.18822e-05
0.876,0.712636,0.999919,-0.0170914,-8.11036e-05
0.877,0.712611,0.99992,-0.0171167,-8.03256e-05
0.878,0.712586,0.99992,-0.0171418,-7.95482e-05
0.879,0.712561,0.999921,-0.0171667,-7.87715e-05
0.88,0.712536,0.999922,-0.0171913,-7.79954e-05
0.881,0.712512,0.999923,-0.0172157,-7.722e-05
0.882,0.712488,0.999924,-0.0172399,-7.64452e-05
0.883,0.712464,0.999924,-0.0172637,-7.56712e-05
0.884,0.71244,0.999925,-0.0172874,-7.48978e-05
0.885,0.712417,0.999926,-0.0173108,-7.41251e-05
0.886,0.712394,0.999927,-0.017334,-7.33531e-05
0.887,0.712371,0.999927,-0.0173569,-7.25818e-05
0.888,0.712348,0.999928,-0.0173796,-7.18112e-05
0.889,0.712326,0.999929,-0.017402,-7.10414e-05
0.89,0.712303,0.99993,-0.0174242,-7.02723e-05
0.891,0.712281,0.99993,-0.0174462,-6.95039e-05
0.892,0.71226,0.999931,-0.0174679,-6.87362e-05
0.893,0.712238,0.999932,-0.0174894,-6.79693e-05
0.894,0.712217,0.999933,-0.0175106,-6.72032e-05
0.895,0.712196,0.999934,-0.0175316,-6.64378e-05
0.896,0.712175,0.999934,-0.0175523,-6.56732e-05
0.897,0.712155,0.999935,-0.0175728,-6.49094e-05
0.898,0.712135,0.999936,-0.0175931,-6.41463e-05
0.899,0.712114,0.999937,-0.0176132,-6.33841e-05
0.9,0.712095,0.999937,-0.0176329,-6.26227e-05
0.901,0.712075,0.999938,-0.0176525,-6.1862e-05
0.902,0.712056,0.999939,-0.0176718,-6.11022e-05
0.903,0.712037,0.99994,-0.0176909,-6.03432e-05
0.904,0.712018,0.99994,-0.0177097,-5.9585e-05
0.905,0.711999,0.999941,-0.0177283,-5.88277e-05
0.906,0.711981,0.999942,-0.0177467,-5.80712e-05
0.907,0.711963,0.999943,-0.0177648,-5.73155e-05
0.908,0.711945,0.999943,-0.0177827,-5.65607e-05
0.909,0.711927,0.999944,-0.0178004,-5.58068e-05
0.91,0.71191,0.999945,-0.0178178,-5.50538e-05
0.911,0.711893,0.999946,-0.0178349,-5.43016e-05
0.912,0.711876,0.999946,-0.0178519,-5.35503e-05
0.913,0.711859,0.999947,-0.0178686,-5.27999e-05
0.914,0.711843,0.999948,-0.0178851,-5.20504e-05
0.915,0.711826,0.999949,-0.0179013,-5.13018e-05
0.916,0.71181,0.999949,-0.0179173,-5.05541e-05
0.917,0.711795,0.99995,-0.0179331,-4.98073e-05
0.918,0.711779,0.999951,-0.0179486,-4.90614e-05
0.919,0.711764,0.999952,-0.0179639,-4.83165e-05
0.92,0.711749,0.999952,-0.0179789,-4.75725e-05
0.921,0.711734,0.999953,-0.0179938,-4.68295e-05
0.922,0.711719,0.999954,-0.0180084,-4.60874e-05
0.923,0.711705,0.999955,-0.0180227,-4.53462e-05
0.924,0.711691,0.999955,-0.0180369,-4.46061e-05
0.925,0.711677,0.999956,-0.0180508,-4.38669e-05
0.926,0.711663,0.999957,-0.0180644,-4.31286e-05
0.927,0.71165,0.999958,-0.0180779,-4.23914e-05
0.928,0.711637,0.999958,-0.0180911,-4.16551e-05
0.929,0.711624,0.999959,-0.018104,-4.09199e-05
0.93,0.711611,0.99996,-0.0181168,-4.01856e-05
0.931,0.711598,0.999961,-0.0181293,-3.94524e-05
0.932,0.711586,0.999961,-0.0181416,-3.87201e-05
0.933,0.711574,0.999962,-0.0181536,-3.79889e-05
0.934,0.711562,0.999963,-0.0181654,-3.72587e-05
0.935,0.711551,0.999963,-0.018177,-3.65296e-05
